Asset #,Serial Number,Vendor,Desktop Model,Location,Details,IP Address,Operating System,Configuration ID,Invoice Date,Warranty Expiry Date,Warranty Expired,PO #,Invoice #,Cost Centre,Purchase Price,Purchasing Approved,Status,has the service tag,output,orig.order,,,Serial Number,,,Company Name Billing,Company Name Shipping,Customer Num,PO Num,Dell Order Number,Master Inv Num,Invoice Num,Group Desc,Product Desc,Brand Desc,Item Num,Item Long Name,System Qty,Order Qty,Total Rev Retail USD,Total Rev Disc USD,Freight Charges,Sales Tax USD,Vat Amt Local Currency,Order Status Desc,Order Date,Ship By Date,Shipped Date,Inv Date,Service Tags,,Serial Numberfootprints
US30208,B8WL082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.196,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,169,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",511,169,,B8WL082,b8wl082,B8WL082,CLINICAL PATHOLOGY LABORATORIE,SONIC HEALTHCARE,137995733,SHC-211932,215177071,10165768238,10165768238,EUC Mobility,Latitude,LATITUDE E7470,210-AFQD,"Latitude E7470, XCTO",1,1,"$3,405.00 ","$1,680.35 ",$0.00 ,$138.63 ,138.63,Invoiced,5/5/2017,5/12/2017,5/10/2017,5/12/2017,CFJW0G2,,B8WL082
US30179,CX6L082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.205,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,337,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",517,337,,CX6L082,cx6l082,CX6L082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL-214104,220289820,10168547713,10168547713,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,3,3,"$2,946.45 ","$1,461.18 ",$0.00 ,$120.57 ,120.57,Invoiced,5/22/2017,5/25/2017,5/24/2017,5/26/2017,"4XFGJH2,4XFHJH2,4XJLJH2",,CX6L082
US30206,B90J082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.207,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,249,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",518,249,,B90J082,b90j082,B90J082,CLINICAL PATHOLOGY LABORATORIE,CPL,137995733,CPL-214105,220292840,10168547721,10168547721,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,3,3,"$2,946.45 ","$1,461.18 ",$0.00 ,$120.57 ,120.57,Invoiced,5/22/2017,5/25/2017,5/24/2017,5/26/2017,"4XGGJH2,4XHKJH2,4XJKJH2",,B90J082
US30181,B90L082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.212,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,257,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",523,257,,B90L082,b90l082,B90L082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL-214232,220551211,10170493811,10170493811,CS SOFTWARE AND PERIPHERALS,CLIENT PERIPHERALS,PARTNER,A3945800,Logitech MK520 Wireless Keyboard and Mouse,0,1,$49.99 ,$42.99 ,$0.00 ,$3.55 ,3.55,Invoiced,5/23/2017,5/24/2017,5/23/2017,6/5/2017,,,B90L082
US30190,B8KK082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.214,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,129,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",525,129,,B8KK082,b8kk082,B8KK082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL-215225,221999443,10170175978,10170175978,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$982.15 ,$487.06 ,$0.00 ,$40.20 ,40.2,Invoiced,5/26/2017,5/31/2017,5/30/2017,6/3/2017,6M3QKH2,,B8KK082
US30167,B8YD082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.221,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,193,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",528,193,,B8YD082,b8yd082,B8YD082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,SRL-215505,222865577,10169806419,10169806419,CS Software and Peripherals,Displays,DELL MONITOR P2217,210-AIIC,Dell 22 Monitor - P2217,2,2,$439.98 ,$310.88 ,$0.00 ,$25.64 ,25.64,Invoiced,5/30/2017,5/31/2017,5/30/2017,6/1/2017,"4NV9Q82,4PM7Q82",,B8YD082
US30187,B8MD082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.232,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,137,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",533,137,,B8MD082,b8md082,B8MD082,CLINICAL PATHOLOGY LABORATORIE,SML/SONIC,137995733,SHC-215979,224939529,10171395155,10171395155,CS SOFTWARE AND PERIPHERALS,CLIENT PERIPHERALS,DELL-BRANDED,331-6304,"E-Port Plus, 130W Advanced Port Replicator, USB 3.0 for Latitude E-Family, Customer Kit",0,1,$219.99 ,$145.19 ,$0.00 ,$12.52 ,12.52,Invoiced,6/5/2017,6/6/2017,6/5/2017,6/9/2017,,,B8MD082
US30204,B90H082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.245,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,241,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",539,241,,B90H082,b90h082,B90H082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL-216924,226230398,10171643972,10171643972,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$982.15 ,$487.06 ,$0.00 ,$40.20 ,40.2,Invoiced,6/8/2017,6/13/2017,6/9/2017,6/11/2017,FBRLKH2,,B90H082
US30195,B5RJ082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.22.200,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,49,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",856,49,,B5RJ082,b5rj082,B5RJ082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL109994,804105324,XJNN6M1C3,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,251.40 ",$710.02 ,$0.00 ,$0.00 ,0,Invoiced,4/7/2015,4/8/2015,4/8/2015,4/8/2015,JMP6B42,,B5RJ082
US30170,CXDK082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.34.131,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,353,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",1153,353,,CXDK082,cxdk082,CXDK082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL139582,918301371,XJTJ9PR73,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,4,4,"$4,675.32 ","$2,469.60 ",$0.00 ,$0.00 ,0,Invoiced,11/17/2015,11/19/2015,11/17/2015,11/17/2015,"8SL0Q52,8SL4C62,8SL7V62,8SLZB62",,CXDK082
US30193,CWLG082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.34.134,Microsoft Windows 7 Professional x64,CPL,,12/27/2018 23:59,Active,,,,,,305,1193,"B4NK082,B4SD082,B4TK082,B4WG082,B4YD082,B5KD082,B5RJ082,B5SL082,B5WF082,B5WG082,B5XK082,B62L082,B8DL082,B8GK082,B8JG082,B8KJ082,B8KK082,B8MD082,B8NH082,B8NJ082,B8WJ082,B8WL082,B8XH082,B8XL082,B8YD082,B8YJ082,B8YK082,B8YL082,B8ZH082,B8ZK082,B90H082,B90J082,B90L082,B91F082,B91K082,B91L082,CW5G082,CWKL082,CWLG082,CX1L082,CX4F082,CX5J082,CX6L082,CX8H082,CXDK082,CXDL082,CXJF082,CXJK082",1155,305,,CWLG082,cwlg082,CWLG082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL139584,918304854,XJTJ9R2N8,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,168.83 ",$617.40 ,$0.00 ,$0.00 ,0,Invoiced,11/17/2015,11/19/2015,11/17/2015,11/17/2015,JFVWB42,,CWLG082
US30538,C73K082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.156.171,Microsoft Windows 7 Professional x64,CPL,,12/28/2018 23:59,Active,,,,,,17,1194,"C72L082,C73F082,C73K082,C74F082,C74J082,C74K082,C74L082,C77L082,C78H082,CTNK082,CTPJ082,CTSK082,CTTF082,CTVL082,CTZJ082,CV0L082,CV1H082,CV4F082,CV8G082,CVFF082,CVJG082,CVKD082,CVKF082,CVQJ082,CVTH082,CVXD082",463,17,,C73K082,c73k082,C73K082,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATORIE,137995733,CPL-203957,197218935,10154406595,10154406595,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,3,3,"$2,586.45 ","$1,332.00 ",$0.00 ,$109.91 ,109.91,Invoiced,3/13/2017,3/16/2017,3/14/2017,3/17/2017,"19TWDH2,19TXDH2,19V1HH2",,C73K082
US30721,2FLG082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.3.7.75,Microsoft Windows 7 Professional x64,AEL,,12/28/2018 23:59,Active,,,,,,25,1196,"2FJD082,2FJF082,2FKL082,2FLG082,2FLK082,2FMH082,2FNG082,2FNH082,2FNL082,2FRG082,2FSL082,2FTH082,2FTJ082,2FVF082,2FVJ082,2FVK082,2FVL082,2FWJ082,2FYD082,2FYF082,2FYH082,2FZF082,2FZJ082,2G0F082,B50F082,B50L082,B55J082,B55L082,B56K082,B5QH082,B5SG082,B5ZK082,B61G082,B61J082,B6RD082,B6WJ082,B78F082",56,25,,2FLG082,2flg082,2FLG082,CPLSE,CPLSE,132936491,SEC106446,793267556,XJNC22X37,,SUPPORT AND DEPLOYMENT,SUPPORT SERVICES,HARDWARE AND SOFTWARE SUPPORT ,983-2847,"3YR  Limited Warranty         Monitor, Advanced Exchange",0,1,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,Invoiced,3/17/2015,3/19/2015,3/18/2015,3/18/2015,,,2FLG082
US30727,B50L082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.130.154,Microsoft Windows 7 Professional x64,CPL,,12/28/2018 23:59,Active,,,,,,201,1196,"2FJD082,2FJF082,2FKL082,2FLG082,2FLK082,2FMH082,2FNG082,2FNH082,2FNL082,2FRG082,2FSL082,2FTH082,2FTJ082,2FVF082,2FVJ082,2FVK082,2FVL082,2FWJ082,2FYD082,2FYF082,2FYH082,2FZF082,2FZJ082,2G0F082,B50F082,B50L082,B55J082,B55L082,B56K082,B5QH082,B5SG082,B5ZK082,B61G082,B61J082,B6RD082,B6WJ082,B78F082",180,201,,B50L082,b50l082,B50L082,CPLSE,CPLSE,132936491,SEC141150,928443346,XJTT5MN47,,Desktops,OptiPlex Desktops,OPTIPLEX 3020,210-ABDX,OptiPlex 3020 Small Form Factor BTX Base,1,1,$812.77 ,$444.12 ,$0.00 ,$0.00 ,0,Invoiced,12/4/2015,12/7/2015,12/4/2015,12/4/2015,G55XM52,,B50L082
US30708,2FZF082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.130.236,Microsoft Windows 7 Professional x64,CPL,,12/28/2018 23:59,Active,,,,,,169,1196,"2FJD082,2FJF082,2FKL082,2FLG082,2FLK082,2FMH082,2FNG082,2FNH082,2FNL082,2FRG082,2FSL082,2FTH082,2FTJ082,2FVF082,2FVJ082,2FVK082,2FVL082,2FWJ082,2FYD082,2FYF082,2FYH082,2FZF082,2FZJ082,2G0F082,B50F082,B50L082,B55J082,B55L082,B56K082,B5QH082,B5SG082,B5ZK082,B61G082,B61J082,B6RD082,B6WJ082,B78F082",190,169,,2FZF082,2fzf082,2FZF082,CPLSE,CPLSE,132936491,SEC141153,928449491,XJTT6WM63,,CS SOFTWARE AND PERIPHERALS,DISPLAYS,DELL-BRANDED,858-BBCW,Dell 20 Monitor E2016H,0,1,$139.99 ,$109.19 ,$0.00 ,$0.00 ,0,Invoiced,12/4/2015,12/7/2015,12/4/2015,12/4/2015,,,2FZF082
US30699,B78F082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.140.220,Microsoft Windows 7 Professional x64,CPL,,12/28/2018 23:59,Active,,,,,,289,1196,"2FJD082,2FJF082,2FKL082,2FLG082,2FLK082,2FMH082,2FNG082,2FNH082,2FNL082,2FRG082,2FSL082,2FTH082,2FTJ082,2FVF082,2FVJ082,2FVK082,2FVL082,2FWJ082,2FYD082,2FYF082,2FYH082,2FZF082,2FZJ082,2G0F082,B50F082,B50L082,B55J082,B55L082,B56K082,B5QH082,B5SG082,B5ZK082,B61G082,B61J082,B6RD082,B6WJ082,B78F082",299,289,,B78F082,b78f082,B78F082,CPLSE,CPLSE,132936491,SEC162659,983602356,XJXDKJN85,,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFWI,OptiPlex 3040 Small Form Factor BTX,1,1,$812.77 ,$444.00 ,$0.00 ,$0.00 ,0,Invoiced,5/13/2016,5/16/2016,5/16/2016,5/16/2016,294HBB2,,B78F082
US30692,2G0F082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.144.139,Microsoft Windows 7 Professional x64,CPL,,12/28/2018 23:59,Active,,,,,,185,1196,"2FJD082,2FJF082,2FKL082,2FLG082,2FLK082,2FMH082,2FNG082,2FNH082,2FNL082,2FRG082,2FSL082,2FTH082,2FTJ082,2FVF082,2FVJ082,2FVK082,2FVL082,2FWJ082,2FYD082,2FYF082,2FYH082,2FZF082,2FZJ082,2G0F082,B50F082,B50L082,B55J082,B55L082,B56K082,B5QH082,B5SG082,B5ZK082,B61G082,B61J082,B6RD082,B6WJ082,B78F082",332,185,,2G0F082,2g0f082,2G0F082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL176557,124554665,XK1M1W2X1,XK1M1W2X1,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,3,3,"$2,843.57 ","$1,407.00 ",$0.00 ,$0.00 ,0,Invoiced,9/8/2016,9/14/2016,9/12/2016,9/12/2016,"HQV9RD2,HQVBRD2,HQW5RD2",,2G0F082
US30728,B5QH082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.144.14,Microsoft Windows 7 Professional x64,CPL,,12/28/2018 23:59,Active,,,,,,233,1196,"2FJD082,2FJF082,2FKL082,2FLG082,2FLK082,2FMH082,2FNG082,2FNH082,2FNL082,2FRG082,2FSL082,2FTH082,2FTJ082,2FVF082,2FVJ082,2FVK082,2FVL082,2FWJ082,2FYD082,2FYF082,2FYH082,2FZF082,2FZJ082,2G0F082,B50F082,B50L082,B55J082,B55L082,B56K082,B5QH082,B5SG082,B5ZK082,B61G082,B61J082,B6RD082,B6WJ082,B78F082",333,233,,B5QH082,b5qh082,B5QH082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL177315,124562049,XK1M3R8J2,,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$947.86 ,$469.00 ,$0.00 ,$0.00 ,0,Invoiced,9/8/2016,9/14/2016,9/13/2016,9/13/2016,HQQ7RD2,,B5QH082
US30714,2FVK082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.156.11,Microsoft Windows 7 Professional x64,CPL,,12/28/2018 23:59,Active,,,,,,121,1196,"2FJD082,2FJF082,2FKL082,2FLG082,2FLK082,2FMH082,2FNG082,2FNH082,2FNL082,2FRG082,2FSL082,2FTH082,2FTJ082,2FVF082,2FVJ082,2FVK082,2FVL082,2FWJ082,2FYD082,2FYF082,2FYH082,2FZF082,2FZJ082,2G0F082,B50F082,B50L082,B55J082,B55L082,B56K082,B5QH082,B5SG082,B5ZK082,B61G082,B61J082,B6RD082,B6WJ082,B78F082",460,121,,2FVK082,2fvk082,2FVK082,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATORIE,137995733,SHC-203300,195031058,10152856820,10152856820,CS Software and Peripherals,Displays,DELL MONITOR P2717H,210-AIHY,Dell 27 Monitor- P2717H,1,1,$399.99 ,$299.99 ,$0.00 ,$24.74 ,24.74,Invoiced,3/6/2017,3/7/2017,3/6/2017,3/9/2017,34XS672,,2FVK082
US30698,B56K082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.2.111,Microsoft Windows 7 Professional x64,CPL,,12/28/2018 23:59,Active,,,,,,225,1196,"2FJD082,2FJF082,2FKL082,2FLG082,2FLK082,2FMH082,2FNG082,2FNH082,2FNL082,2FRG082,2FSL082,2FTH082,2FTJ082,2FVF082,2FVJ082,2FVK082,2FVL082,2FWJ082,2FYD082,2FYF082,2FYH082,2FZF082,2FZJ082,2G0F082,B50F082,B50L082,B55J082,B55L082,B56K082,B5QH082,B5SG082,B5ZK082,B61G082,B61J082,B6RD082,B6WJ082,B78F082",667,225,,B56K082,b56k082,B56K082,CLINICAL PATHOLOGY LABORATORIE,CPL,137995733,CPL83449,719887966,XJKCRX7K3,,CS Software and Peripherals,TVs,UNKNOWN,468-4398,Late Fee Assessment,0,1,$3.00 ,$10.00 ,$0.00 ,$0.00 ,0,Invoiced,11/6/2014,11/12/2014,11/6/2014,11/6/2014,,,B56K082
US30709,2FVJ082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.2.193,Microsoft Windows 7 Professional x64,CPL,,12/28/2018 23:59,Active,,,,,,113,1196,"2FJD082,2FJF082,2FKL082,2FLG082,2FLK082,2FMH082,2FNG082,2FNH082,2FNL082,2FRG082,2FSL082,2FTH082,2FTJ082,2FVF082,2FVJ082,2FVK082,2FVL082,2FWJ082,2FYD082,2FYF082,2FYH082,2FZF082,2FZJ082,2G0F082,B50F082,B50L082,B55J082,B55L082,B56K082,B5QH082,B5SG082,B5ZK082,B61G082,B61J082,B6RD082,B6WJ082,B78F082",738,113,,2FVJ082,2fvj082,2FVJ082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL88901,754812697,XJM9JXX96,,CS Software and Peripherals,TVs,UNKNOWN,468-4398,Late Fee Assessment,0,1,$3.00 ,$11.00 ,$0.00 ,$0.00 ,0,Invoiced,1/6/2015,1/12/2015,1/6/2015,1/6/2015,,,2FVJ082
US30696,B5ZK082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.22.8,Microsoft Windows 7 Professional x64,CPL,,12/28/2018 23:59,Active,,,,,,249,1196,"2FJD082,2FJF082,2FKL082,2FLG082,2FLK082,2FMH082,2FNG082,2FNH082,2FNL082,2FRG082,2FSL082,2FTH082,2FTJ082,2FVF082,2FVJ082,2FVK082,2FVL082,2FWJ082,2FYD082,2FYF082,2FYH082,2FZF082,2FZJ082,2G0F082,B50F082,B50L082,B55J082,B55L082,B56K082,B5QH082,B5SG082,B5ZK082,B61G082,B61J082,B6RD082,B6WJ082,B78F082",861,249,,B5ZK082,b5zk082,B5ZK082,CLINICAL PATHOLOGY LABORATORIE,CPL,137995733,CPL88878,804184972,XJNN16R17,,CS Software and Peripherals,TVs,UNKNOWN,468-4398,Late Fee Assessment,0,1,$3.00 ,$11.00 ,$0.00 ,$0.00 ,0,Invoiced,4/7/2015,4/13/2015,4/8/2015,4/8/2015,,,B5ZK082
US30694,2FVL082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.29.102,Microsoft Windows 7 Professional x64,CPL,,12/28/2018 23:59,Active,,,,,,129,1196,"2FJD082,2FJF082,2FKL082,2FLG082,2FLK082,2FMH082,2FNG082,2FNH082,2FNL082,2FRG082,2FSL082,2FTH082,2FTJ082,2FVF082,2FVJ082,2FVK082,2FVL082,2FWJ082,2FYD082,2FYF082,2FYH082,2FZF082,2FZJ082,2G0F082,B50F082,B50L082,B55J082,B55L082,B56K082,B5QH082,B5SG082,B5ZK082,B61G082,B61J082,B6RD082,B6WJ082,B78F082",891,129,,2FVL082,2fvl082,2FVL082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL113692,818821825,XJP32P759,,SUPPORT AND DEPLOYMENT,SUPPORT SERVICES,BASE WARRANTY,986-4872,"3YR  Limited Warranty Monitor, Advanced Exchange",0,2,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,Invoiced,5/4/2015,5/6/2015,5/5/2015,5/5/2015,,,2FVL082
US30726,B50F082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.29.115,Microsoft Windows 7 Professional x64,CPL,,12/28/2018 23:59,Active,,,,,,193,1196,"2FJD082,2FJF082,2FKL082,2FLG082,2FLK082,2FMH082,2FNG082,2FNH082,2FNL082,2FRG082,2FSL082,2FTH082,2FTJ082,2FVF082,2FVJ082,2FVK082,2FVL082,2FWJ082,2FYD082,2FYF082,2FYH082,2FZF082,2FZJ082,2G0F082,B50F082,B50L082,B55J082,B55L082,B56K082,B5QH082,B5SG082,B5ZK082,B61G082,B61J082,B6RD082,B6WJ082,B78F082",903,193,,B50F082,b50f082,B50F082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL115207,824778001,XJP71XC75,,CS SOFTWARE AND PERIPHERALS,CLIENT PERIPHERALS,DELL-BRANDED,331-6304,"E-Port Plus, 130W Advanced Port Replicator, USB 3.0 for Latitude E-Family, Customer Kit",0,2,$439.98 ,$338.78 ,$0.00 ,$0.00 ,0,Invoiced,5/15/2015,5/20/2015,5/20/2015,5/20/2015,,,B50F082
